loan_id,age,gender,job_title,annual_income,loan_amount,loan_purpose,credit_score,number_of_dependents,applicant_statement,loan_status,sentiment,text_risk_prob,text_risk,annual_income_safe,loan_to_income_ratio,sentiment_risk,credit_risk,lti_risk,dependents_risk,purpose_risk,risk_score,risk_category,loan_intent
L1845,40,Male,Accountant,105000,27000,Home,780,2,Need funds for emergency repair of the main attic support beams due to long-term moisture damage.,0,Neutral,0.6692840456962585,2,105000,0.2571428571428571,1,0,1,1,0,8,Medium,Basic Needs/Survival
L1846,22,Female,Receptionist,39000,7000,Personal,608,0,I need this money immediately to pay my overdue rent; I face eviction by the end of the week. I feel completely helpless.,0,Very Negative,0.7756326794624329,2,39000,0.1794871794871795,1,3,0,0,2,16,High,Basic Needs/Survival
L1847,50,Male,Engineer,148000,48000,Business,818,1,"Acquisition of specialized, high-precision milling equipment.",1,Neutral,0.5641928315162659,1,148000,0.3243243243243243,1,0,1,1,1,7,Medium,Basic Needs/Survival
L1848,45,Female,HR Manager,112000,24000,Education,788,1,Sponsoring employee relocation costs for a new branch opening.,1,Neutral,0.5281752347946167,1,112000,0.2142857142857142,1,0,1,1,1,7,Medium,Business/Investment
L1849,33,Male,Construction Worker,66000,20000,Personal,660,3,Need funds to cover specialized labor costs for a custom framing job that requires expedited completion.,0,Neutral,0.5707461833953857,1,66000,0.303030303030303,1,2,1,2,2,15,High,Basic Needs/Survival
L1850,58,Female,Administrator,96000,22000,Medical,775,2,Covering costs for an intensive rehabilitation program following a complex fracture.,1,Neutral,0.6753233671188354,2,96000,0.2291666666666666,1,0,1,1,1,9,Medium,Basic Needs/Survival
L1851,25,Male,Electrician Apprentice,47000,16000,Business,650,0,I took a significant risk expanding my tool inventory based on a contract that evaporated; I need this to cover immediate overhead.,0,Negative,0.9094706177711488,2,47000,0.3404255319148936,2,2,1,0,1,15,High,Business/Investment
L1852,48,Female,Doctor,245000,78000,Home,865,1,"Financing the installation of a high-end, multi-zone smart irrigation system.",1,Neutral,0.5199723839759827,1,245000,0.3183673469387755,1,0,1,1,0,6,Medium,Personal/Lifestyle
L1853,30,Male,Software Engineer,132000,39000,Education,802,1,Aggressively paying down the final portion of my master's degree student debt.,1,Very Negative,0.6034907102584839,1,132000,0.2954545454545454,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1854,61,Female,Retired,64000,11000,Personal,782,1,Funding an annual membership fee for a preferred travel booking service.,1,Neutral,0.4740506708621979,1,64000,0.171875,1,0,0,1,2,6,Medium,Personal/Lifestyle
L1855,21,Male,Security Guard,32000,7500,Personal,565,0,I have multiple overdue high-interest loans coming due; I need this cash to avoid immediate default and severe consequences.,0,Negative,0.6944427490234375,2,32000,0.234375,2,3,1,0,2,19,High,Personal/Lifestyle
L1856,44,Female,Teacher,85000,21000,Medical,765,1,Covering costs for my spouse's specialized cardiology follow-up care.,1,Neutral,0.5286409258842468,1,85000,0.2470588235294117,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1857,38,Male,Truck Driver,90000,25000,Home,690,3,Need funds for emergency replacement of a failing septic pump system.,0,Neutral,0.6342389583587646,1,90000,0.2777777777777778,1,2,1,2,0,13,High,Basic Needs/Survival
L1858,52,Female,Financial Analyst,170000,48000,Business,828,1,Investment in a diversified portfolio of emerging tech sector ETFs.,1,Neutral,0.4794131219387054,1,170000,0.2823529411764706,1,0,1,1,1,7,Medium,Business/Investment
L1859,28,Male,Photographer,53000,12500,Education,675,1,"Purchasing specialized, high-resolution printing equipment for archival work.",0,Neutral,0.5358080863952637,1,53000,0.2358490566037736,1,2,1,1,1,13,High,Basic Needs/Survival
L1860,55,Female,Manager,122000,28000,Personal,808,1,"Funding a significant, high-value investment in rare vintage automobiles.",1,Positive,0.8195204734802246,2,122000,0.2295081967213114,0,0,1,1,2,9,Medium,Business/Investment
L1861,32,Male,Carpenter,71000,19000,Home,710,2,"Replacing old, inefficient exterior siding and trim.",1,Neutral,0.5497630834579468,1,71000,0.2676056338028169,1,1,1,1,0,9,Medium,Basic Needs/Survival
L1862,49,Female,Nurse,104000,27000,Medical,782,1,Financing advanced certification in surgical sub-specialties.,1,Neutral,0.4531734585762024,1,104000,0.2596153846153846,1,0,1,1,1,7,Medium,Basic Needs/Survival
L1863,24,Male,Fast Food Worker,30000,5500,Personal,565,0,I need this money immediately to pay my landlord; I'm short on rent and face eviction. I am truly desperate.,0,Very Negative,0.7512949705123901,2,30000,0.1833333333333333,1,3,0,0,2,16,High,Personal/Lifestyle
L1864,60,Female,Librarian,75000,15000,Education,768,1,Funding a major upgrade to the library's public access computer stations.,1,Neutral,0.5024831295013428,1,75000,0.2,1,0,0,1,1,5,Low,Personal/Lifestyle
L1865,36,Male,Sales Representative,94000,24000,Business,740,1,Need capital for a large-scale marketing campaign targeting international distributors.,1,Neutral,0.7128136157989502,2,94000,0.2553191489361702,1,1,1,1,1,12,High,Business/Investment
L1866,41,Female,Accountant,108000,29000,Home,785,2,Financing a major upgrade to the home's interior climate control system.,1,Positive,0.5171453356742859,1,108000,0.2685185185185185,0,0,1,1,0,5,Low,Personal/Lifestyle
L1867,29,Male,Bartender,44000,10000,Personal,625,0,I need this to cover overdue utility bills before service is cut off; I cannot function without power. I am panicking.,0,Negative,0.7395713925361633,2,44000,0.2272727272727272,2,3,1,0,2,19,High,Personal/Lifestyle
L1868,53,Female,Professor,135000,41000,Education,822,1,"Funding a major, long-term research project in renewable energy policy.",1,Neutral,0.5371143221855164,1,135000,0.3037037037037037,1,0,1,1,1,7,Medium,Business/Investment
L1869,47,Male,Pilot,205000,60000,Business,840,1,Acquisition of upgraded satellite communication systems for long-haul routes.,1,Neutral,0.5042699575424194,1,205000,0.2926829268292683,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1870,35,Female,Software Developer,125000,37000,Personal,800,1,Need short-term capital to cover a tax liability while awaiting the settlement of an insurance claim.,1,Neutral,0.5245687961578369,1,125000,0.296,1,0,1,1,2,8,Medium,Basic Needs/Survival
L1871,23,Male,Delivery Driver,38000,9000,Medical,615,1,Covering the cost of urgent specialist consultation for a chronic musculoskeletal issue.,0,Neutral,0.5492390990257263,1,38000,0.2368421052631578,1,3,1,1,1,16,High,Basic Needs/Survival
L1872,56,Female,Doctor,240000,82000,Home,862,1,"Financing the installation of a high-capacity, commercial-grade solar power system.",1,Neutral,0.5391963124275208,1,240000,0.3416666666666667,1,0,1,1,0,6,Medium,Business/Investment
L1873,30,Male,Graphic Designer,74000,20000,Business,720,2,Need to hire specialized copywriters for a major brand rebranding campaign.,1,Neutral,0.5842711329460144,1,74000,0.2702702702702703,1,1,1,1,1,10,Medium,Business/Investment
L1874,62,Female,Retired,70000,12000,Medical,795,1,"Covering costs for necessary, preventative heart health screening procedures.",1,Neutral,0.5320093035697937,1,70000,0.1714285714285714,1,0,0,1,1,5,Low,Basic Needs/Survival
L1875,38,Male,Accountant,103000,25000,Education,775,1,Paying for advanced certification in global financial compliance and reporting.,1,Neutral,0.4743208587169647,1,103000,0.2427184466019417,1,0,1,1,1,7,Medium,Business/Investment
L1876,26,Female,Retail Associate,44000,11500,Personal,645,0,I am deeply in debt from credit card minimums and need this consolidation loan to avoid default penalties next month. I feel overwhelmed.,0,Very Negative,0.9797735214233398,2,44000,0.2613636363636363,1,3,1,0,2,18,High,Basic Needs/Survival
L1877,49,Male,Engineer,158000,51000,Business,830,1,Investment in specialized robotic assembly line components.,1,Neutral,0.5248398184776306,1,158000,0.3227848101265823,1,0,1,1,1,7,Medium,Business/Investment
L1878,54,Female,Manager,123000,30000,Home,800,1,Financing a major upgrade to the home's foundation waterproofing system.,1,Positive,0.5112869739532471,1,123000,0.2439024390243902,0,0,1,1,0,5,Low,Personal/Lifestyle
L1879,31,Male,Plumber,77000,18000,Personal,705,2,Need funds to cover the cost of emergency professional cleaning services after a sewage backup.,0,Neutral,0.5428184270858765,1,77000,0.2337662337662337,1,1,1,1,2,11,High,Basic Needs/Survival
L1880,42,Female,Teacher,80000,19000,Education,755,1,Funding specialized training for teachers in advanced curriculum design.,1,Neutral,0.5216702222824097,1,80000,0.2375,1,0,1,1,1,7,Medium,Basic Needs/Survival
L1881,25,Male,Cashier,35000,8000,Medical,602,0,I need this money immediately to cover an overdue dental payment; I cannot afford the necessary follow-up care otherwise.,0,Neutral,0.6665908098220825,2,35000,0.2285714285714285,1,3,1,0,1,17,High,Personal/Lifestyle
L1882,57,Female,Scientist,185000,53000,Business,842,1,Acquisition of new high-resolution mass spectrometry equipment.,1,Neutral,0.5532528162002563,1,185000,0.2864864864864865,1,0,1,1,1,7,Medium,Basic Needs/Survival
L1883,33,Male,Truck Driver,81000,23000,Personal,682,3,"Need capital to cover unexpected, high costs for commercial truck tire replacement.",0,Negative,0.9430297017097472,2,81000,0.2839506172839506,2,2,1,2,2,18,High,Basic Needs/Survival
L1884,46,Female,HR Specialist,98000,26000,Home,770,1,Financing a major upgrade to the home's exterior patio and outdoor living space.,1,Positive,0.4920818507671356,1,98000,0.2653061224489796,0,0,1,1,0,5,Low,Personal/Lifestyle
L1885,20,Male,Student,24000,4500,Education,555,0,"I must pay my final project material fee now, or I fail the semester; I have no other options available to me.",0,Neutral,0.5804036259651184,1,24000,0.1875,1,3,0,0,1,13,High,Personal/Lifestyle
L1886,50,Female,Doctor,220000,64000,Medical,858,1,"Funding the purchase of a new, high-resolution digital X-ray system for the practice.",1,Neutral,0.5075151920318604,1,220000,0.2909090909090909,1,0,1,1,1,7,Medium,Business/Investment
L1887,39,Male,Real Estate Agent,106000,28000,Business,748,1,Capital for aggressive advertising targeting high-net-worth international buyers.,1,Neutral,0.6687195301055908,2,106000,0.2641509433962264,1,1,1,1,1,12,High,Business/Investment
L1888,64,Female,Retired,77000,15000,Personal,805,1,Covering costs for necessary home security system upgrades.,1,Neutral,0.5359101295471191,1,77000,0.1948051948051948,1,0,0,1,2,6,Medium,Basic Needs/Survival
L1889,28,Male,Warehouse Worker,46000,11500,Education,630,1,Paying for specialized certification in advanced robotic integration.,0,Neutral,0.4965447187423706,1,46000,0.25,1,3,1,1,1,16,High,Basic Needs/Survival
L1890,43,Female,Project Manager,122000,32000,Education,795,1,Sponsoring my child's specialized international engineering workshop.,1,Neutral,0.5209305882453918,1,122000,0.2622950819672131,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1891,51,Male,Mechanic,79000,19000,Business,725,2,Need funds to purchase a specialized electronic vehicle diagnostic bench.,1,Neutral,0.6377776265144348,1,79000,0.240506329113924,1,1,1,1,1,10,Medium,Basic Needs/Survival
L1892,26,Female,Barista,38000,8000,Personal,605,0,"My only working vehicle broke down, and I need this cash immediately to repair it or I lose my job. I'm truly worried.",0,Very Negative,0.7044969797134399,2,38000,0.2105263157894736,1,3,1,0,2,18,High,Basic Needs/Survival
L1893,47,Male,Firefighter,99000,27000,Home,760,2,Financing a major upgrade to the home's insulation and air sealing.,1,Positive,0.4957246780395508,1,99000,0.2727272727272727,0,0,1,1,0,5,Low,Personal/Lifestyle
L1894,32,Female,Social Worker,64000,19000,Education,708,1,Funding specialized training in community mental health advocacy.,1,Neutral,0.5050424337387085,1,64000,0.296875,1,1,1,1,1,10,Medium,Basic Needs/Survival
L1895,61,Male,Consultant,152000,30000,Personal,812,1,"Investment in a high-yield, short-term treasury bill portfolio.",1,Neutral,0.5590001940727234,1,152000,0.1973684210526315,1,0,0,1,2,6,Medium,Business/Investment
L1896,37,Female,Chef,74000,22000,Business,745,2,"Need funds to purchase a specialized, high-volume commercial pasta maker.",1,Neutral,0.710773766040802,2,74000,0.2972972972972973,1,1,1,1,1,12,High,Business/Investment
L1897,50,Male,Accountant,110000,30000,Home,792,2,Refinancing existing mortgage to lock in a record-low interest rate for the long term.,1,Neutral,0.3273821175098419,0,110000,0.2727272727272727,1,0,1,1,0,4,Low,Personal/Lifestyle
L1898,25,Female,Receptionist,43000,10000,Personal,640,1,Helping my sibling cover emergency daycare costs so they can keep their demanding job.,0,Positive,0.5388121604919434,1,43000,0.2325581395348837,0,3,1,1,2,16,High,Personal/Lifestyle
L1899,55,Male,Engineer,175000,66000,Education,848,1,Sponsoring my child's final year of medical residency training.,1,Neutral,0.5360069274902344,1,175000,0.3771428571428571,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1900,30,Female,Sales Clerk,47000,12000,Medical,640,0,"I need this money immediately for a necessary surgical procedure; I've postponed it too long, and it's getting worse.",0,Negative,0.9097846150398254,2,47000,0.2553191489361702,2,3,1,0,1,18,High,Basic Needs/Survival
L1901,41,Male,Pilot,172000,48000,Business,828,1,Acquisition of advanced fleet management and logistics software.,1,Neutral,0.5049269199371338,1,172000,0.2790697674418604,1,0,1,1,1,7,Medium,Basic Needs/Survival
L1902,68,Female,Retired,69000,11000,Personal,795,1,Covering costs for a necessary home accessibility modification.,1,Neutral,0.515118420124054,1,69000,0.1594202898550724,1,0,0,1,2,6,Medium,Personal/Lifestyle
L1903,22,Male,Tutor,37000,6500,Education,605,1,Purchasing specialized interactive whiteboards for tutoring sessions.,0,Neutral,0.4769599437713623,1,37000,0.1756756756756756,1,3,0,1,1,14,High,Personal/Lifestyle
L1904,38,Female,Lawyer,148000,46000,Home,815,1,Funds needed to finalize closing costs on a high-value farm property acquisition.,1,Neutral,0.6068322062492371,1,148000,0.3108108108108108,1,0,1,1,0,6,Medium,Business/Investment
L1905,45,Male,Driver,56000,17000,Personal,610,3,"My main work vehicle requires an immediate engine overhaul; without it, I cannot work or provide for my family. I'm in deep trouble.",0,Negative,0.5882036685943604,1,56000,0.3035714285714285,2,3,1,2,2,19,High,Personal/Lifestyle
L1906,52,Female,Doctor,240000,80000,Medical,860,1,"Funding the purchase of a new, high-resolution CT scanner for the imaging center.",1,Neutral,0.497783750295639,1,240000,0.3333333333333333,1,0,1,1,1,7,Medium,Business/Investment
L1907,26,Male,Retail Manager,56000,19000,Business,698,2,Need capital for specialized marketing materials to support a national product roll-out.,0,Neutral,0.5957894921302795,1,56000,0.3392857142857143,1,2,1,1,1,13,High,Business/Investment
L1908,60,Female,Accountant,115000,27000,Education,785,1,Paying off the final installment of my advanced compliance training loan.,1,Neutral,0.5122988224029541,1,115000,0.2347826086956521,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1909,33,Male,Electrician,90000,24000,Home,730,1,Financing the replacement of the main electrical service panel and wiring.,1,Neutral,0.498696357011795,1,90000,0.2666666666666666,1,1,1,1,0,9,Medium,Basic Needs/Survival
L1910,48,Female,Scientist,175000,50000,Business,832,1,"Investment in specialized, high-throughput robotic automation for lab analysis.",1,Neutral,0.4653440415859222,1,175000,0.2857142857142857,1,0,1,1,1,7,Medium,Business/Investment
L1911,21,Male,Dishwasher,27000,6000,Personal,542,0,"I have overwhelming, aggressive debt from a bad personal loan; I need this cash to avoid immediate legal action. I am truly scared.",0,Very Negative,0.7203022241592407,2,27000,0.2222222222222222,1,3,1,0,2,18,High,Personal/Lifestyle
L1912,54,Female,Teacher,86000,22000,Medical,765,1,Covering costs for my spouse's specialized cardiovascular diagnostics.,1,Neutral,0.5274138450622559,1,86000,0.2558139534883721,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1913,36,Male,Software Developer,142000,42000,Personal,812,1,Need liquidity to execute a highly time-sensitive investment strategy.,1,Neutral,0.6927775144577026,2,142000,0.2957746478873239,1,0,1,1,2,10,Medium,Business/Investment
